 2158          2159 
 2051          2052 
 5401          5322 
 5400          5321 
 5320          5242 
 5319          5241 
 5318          5240 
 5239          5161 
 5238          5161 
 5159          5161 
 5083          5084 
 5007          5084 
 4932          5008 
 4858          4933 
 4785          4859 
 4710          4786 
 4709          4711 
 4783          4634 
 4782          4633 
 4781          4708 
 4706          4707 
 4705          4630 
 4704          4629 
 4627          4628 
 4550          4551 
 4470          4471 
 6067          6147 
 5992          6069 
 5993          6149 
 6070          6229 
 6150          6230 
 6151          6152 
 6073          6074 
 5998          5999 
 5921          5922 
 5846          5923 
 5847          5924 
 5848          5925 
 5849          5926 
 5850          5927 
 5851          5927 
 5774          5852 
 5697          5775 
 5621          5698 
 5541          5622 
 5461          5542 
 5383          5462 
 5305          5384 
 5227          5306 
 5228          5306 
 5150          5229 
 5073          5151 
 8188          8189 
 8106          8190 
 8107          8108 
 8024          8109 
 8025          8109 
 8026          8110 
 8027          8111 
 7943          8028 
 7944          8029 
 7945          8030 
 7946          8031 
 7947          8032 
 7860          7948 
 7861          7949 
 7862          7950 
 7767          7863 
 7768          7864 
 7769          7864 
 6987          6909 
 6986          6908 
 6907          6834 
 6906          6833 
 6905          6832 
 6904          6831 
 6903          6830 
 6902          6829 
 6828          6829 
 6827          6829 
 6755          6756 
 6683          6684 
 6611          6612 
 6541          6542 
 6470          6471 
 6398          6399 
 6325          6326 
 6248          6249 
 6169          6170 
 6090          6091 
 6013          6014 
 4836          4910 
 4837          4911 
 4838          4912 
 4839          4913 
 4914          4913 
 4915          4989 
 4990          4989 
 5066          5142 
 5144          5222 
 5223          5301 
 5224          5302 
 5225          5303 
 5226          5304 
 8655          8603 
 8602          8603 
 8548          8549 
 8488          8489 
 8425          8426 
 8356          8357 
 8283          8284 
 8205          8206 
 8204          8206 
 8121          8122 
 8037          8038 
 7953          8039 
 7866          7955 
 7771          7772 
 7770          7674 
 7673          7674 
 7576          7577 
 7482          7483 
 7390          7391 
 7299          7391 
 7300          7392 
 7301          7302 
 7211          7212 
 7127          7128 
 7045          7046 
 6963          6964 
 6886          6965 
 6814          6888 
 6742          6743 
 6670          6671 
 6600          6672 
 6531          6602 
 6460          6461 
 6387          6388 
 6314          6315 
 6237          6238 
 6158          6238 
 6159          6239 
 6160          6239 
 6082          6161 
 6083          6162 
 6008          6084 
 6009          6085 
 5933          6010 
 5934          6011 
 5935          6012 
 5936          5937 
 5860          5861 
 5782          5783 
 5705          5706 
 5628          5629 
 5547          5548 
 5467          5468 
 5389          5390 
 5310          5311 
 5232          5233 
 5153          5077 
 5075          5000 
 5074          4999 
 4997          4999 
 4923          4925 
 4850          4925 
 4777          4778 
 4702          4703 
 4625          4626 
 4548          4549 
 4469          4470 
 4387          4388 
 4298          4299 
 4208          4209 
 4118          4119 
 4030          4031 
 3942          3943 
 3853          3854 
 3764          3765 
 3673          3674 
 3582          3583 
 3490          3491 
 3397          3491 
 3398          3492 
 3302          3303 
 3203          3204 
 3102          3204 
 3103          3205 
 3004          3005 
 2903          2904 
 2802          2803 
 2700          2701 
 2600          2702 
 2500          2399 
 2397          2291 
 2396          0 
 2290          0 
 2182          2183 
 2074          2183 
 1966          2076 
 1859          1860 
 1750          1751 
 1642          1643 
 1536          1537 
 1434          1435 
 1338          1435 
 1247          1436 
 1340          1539 
 1437          1438 
 1341          1342 
 1249          1250 
 1161          1162 
 1076          1077 
 993           994 
 916           917 
 840           841 
 764           765 
 690           766 
 618           692 
 619           692 
 620           693 
 694           768 
 770           845 
 771           846 
 848           923 
 849           925 
 850           926 
 775           776 
 700           701 
 627           628 
 558           559 
 491           0 
 763           0 
 838           839 
 914           915 
 1156          0 
 1157          0 
 1072          1157 
 1073          1158 
 574           647 
 506           507 
 439           440 
 378           379 
 323           0 
 324           325 
 271           272 
 1414          1415 
 1318          1319 
 1226          1227 
 1139          1140 
 1054          1055 
 971           972 
 894           819 
 817           741 
 740           0 
 815           666 
 814           739 
 813           737 
 812           736 
 811           735 
 2288          2289 
 2181          2182 
 2072          2073 
 1963          1964 
 1854          1964 
 1855          1964 
 1856          1965 
 1857          1858 
 1749          1641 
 1640          1858 
 1534          1641 
 1432          1433 
 1335          1244 
 387           332 
 386           0 
 447           331 
 446           385 
 445           384 
 444           445 
 383           384 
 328           329 
 274           0 
 273           0 
 221           0 
 220           173 
 171           127 
 605           677 
 678           677 
 753           752 
 895           894 
 973           1056 
 974           1057 
 975           1058 
 976           0 
 899           976 
 900           977 
 901           978 
 902           980 
 827           903 
 828           904 
 829           905 
 754           831 
 755           832 
 756           909 
 833           834 
 758           759 
 684           685 
 611           0 
 542           612 
 3296          3297 
 3197          3198 
 3095          0 
 2996          2997 
 2895          2896 
 2795          2897 
 2695          2797 
 2696          2797 
 2697          2798 
 2597          0 
 2496          2598 
 2395          2498 
 1532          1430 
 1531          1429 
 1530          1531 
 1428          1429 
 1746          1747 
 1637          1531 
 1636          1530 
 1839          0 
 1732          1841 
 1625          1734 
 1520          1627 
 1419          1522 
 1420          1522 
 1421          1523 
 1422          1524 
 1423          1525 
 1327          1236 
 1235          1236 
 1147          1148 
 1062          1063 
 979           980 
 3652          3651 
 3742          3741 
 3830          3829 
 3919          3918 
 4007          4006 
 4096          4185 
 4187          4277 
 4279          4367 
 4280          0 
 4281          4370 
 4191          4282 
 4192          4283 
 4193          4194 
 4103          4194 
 4104          4194 
 4017          4105 
 4018          4106 
 4019          4107 
 4020          4108 
 3933          4022 
 3845          3935 
 3846          3936 
 3758          3848 
 3759          3849 
 3670          3761 
 3580          3672 
 3581          3672 
 893           0 
 892           893 
 816           817 
 479           480 
 418           419 
 364           365 
 311           312 
 260           0 
 261           313 
 214           263 
 2071          1962 
 1961          1853 
 1960          1852 
 806           882 
 807           883 
 808           884 
 2583          2584 
 2482          2483 
 2379          2380 
 2273          2274 
 2166          2167 
 2057          2058 
 1948          1949 
 604           603 
 676           675 
 750           674 
 749           673 
 748           747 
 823           747 
